,positivo_score
antes do dia previsto,9.041052401032349e-05
perfeito em,9.039889675551655e-05
indico produto,0.00010337869456734663
exatamente como esperava,9.037420161957473e-05
loja entrega rápida,9.035318163930526e-05
20 dias antes do,9.034144100325833e-05
tudo perfeitamente,9.032380497867769e-05
gostei do produto entrega,0.000122363810357086
ótima compra produto,9.015068825241349e-05
parabéns lojas lannister,9.014815537722705e-05
os quadros são lindos,9.011302691532901e-05
obrigada chegou,9.010951654061276e-05
rápido muito bom,9.003228611106466e-05
recebi antes da data,0.00010433354415458983
em perfeitas condições recomendo,8.997643478750112e-05
rápido correto,8.994109707993042e-05
no prazo corretamente,0.00010165126238818177
loja recebi,9.948166469813988e-05
qualidade chegou no prazo,8.988519976806229e-05
otimo material,8.988331813463759e-05
qualidade tudo,8.98793735659471e-05
ótimo vendedor produto,8.987928123162676e-05
entrega produto conforme,8.983587701648543e-05
rápida no,8.983123024355414e-05
tudo em perfeito estado,9.827585921271311e-05
correto foi,8.976195886157069e-05
interessante,0.00012404300552075505
anunciado entrega rápida,8.970451627819724e-05
entrega correta recomendo,8.964326310699396e-05
muito bom atendeu,8.957583970793332e-05
produto boa qualidade,8.951159748982608e-05
podia ser,0.0001628392995601128
além das,8.947318696129447e-05
bom produto entrega no,8.944166781839072e-05
melhores lojas,8.942943688272673e-05
rápido um,8.935707779630154e-05
eficiência na entrega,8.930487600126192e-05
qualidade muito bonito,8.920269594199237e-05
loja produto chegou,0.00010011446978582347
excelente atendimento entrega,8.918715314726752e-05
satisfatória recomendo,8.913427394362738e-05
dedicação,0.000116959680952068
produto bem embalado entrega,8.90858166620303e-05
de qualidade entregue antes,8.90409745318177e-05
eficiente recomendo,8.903244688608122e-05
fácil entrega,8.900362924630307e-05
versátil,8.900207472436042e-05
produto veio perfeito,8.899885994164756e-05
produto corresponde ao,0.00010916840491551848
recomendo para quem,8.888821297734196e-05
tudo foi entregue,8.875934881646715e-05
produto era que,8.871541432735001e-05
recomendo tds,8.851088004373898e-05
produto embalado,8.848411182067258e-05
com bastante,0.00010102708940413096
chegou muito rápido recomendo,8.847468241820175e-05
compras feitas,8.845491230486669e-05
recomendo produtos,8.837294590569668e-05
bonito gostei,8.834480800037332e-05
direitinho recomendo,8.83405822207923e-05
entregue no prazo certo,8.832986592459868e-05
chegou no prazo ótimo,8.829220163932079e-05
recomendo loja produto entregue,8.828001556181956e-05
atendeu minha necessidade,0.00011175325211057394
mto lindo,8.823098384646693e-05
otimo produto entregue,8.81770351809053e-05
uma das melhores,9.916316111356223e-05
produto veio em perfeito,8.81669568005673e-05
conforme planejado,8.810887369009631e-05
um abraço,0.0001231159266218541
muito bom lindo,8.806820723358482e-05
muito seguro,8.804658128011446e-05
entrega rápida produto ótimo,8.803616338177874e-05
condições dentro do prazo,8.801456359174799e-05
melhor que esperado,8.79081550865642e-05
adorei veio,8.786495433476339e-05
mto satisfeita,8.78285266510088e-05
rápido veio,8.779546835195301e-05
boa qualidade chegou antes,8.778191780091085e-05
produto bom chegou antes,8.775200345033878e-05
sempre muito,0.00010830342951258279
produto excelente entrega rápida,8.756691880792446e-05
charmoso,8.756289324354283e-05
produto ótimo entrega rápida,8.753437919775755e-05
porém frete,8.743524678428657e-05
ótimo produto amei,8.741615084182283e-05
lannister como sempre,8.739841191169836e-05
ótimo produto recebi,8.738423806361816e-05
ótimo prazo de entrega,0.00012796425844094375
super rápido recomendo,8.73285819572453e-05
muito bom empresa,0.00011281506871994743
comprarei mais vezes,8.722440376206252e-05
suave,8.716202710074601e-05
sem restrições,8.712889519945194e-05
vendedor excelente,8.709238641378136e-05
do prazo corretamente,8.707717406964868e-05
não tive problemas,0.00014229895263741924
recomendo recebi,8.706084703991629e-05
certinho como,8.704168464686154e-05
produto bom bonito,9.697219109925847e-05
lannister recomendo,8.698595773945436e-05
no prazo ótima,8.698302253333543e-05
adiantado,0.00010006193576813284
uma maravilha,8.69026935720448e-05
do prazo excelente produto,8.683084396634507e-05
mercadoria certa,8.6822653166909e-05
100 confiável,8.677210134137991e-05
recebi produto no prazo,0.0002934300309425637
muito lindas,8.657742796657126e-05
bolsa linda,8.645636785106217e-05
adorei qualidade,8.635353980770687e-05
combinado muito bom,8.635162579426684e-05
rápido amei,8.631878403008583e-05
ocorreu tudo certo,9.705981361111044e-05
muito bom entrega antes,8.628552236625395e-05
no prazo estabelecido,0.00011685861249913202
minha espectativa,0.0001064266127213472
chegou tudo ok,8.603182307070663e-05
sem burocracia,8.59996926538877e-05
obrigada pela atenção,8.592191436812187e-05
ótimo produto de qualidade,8.590780917285592e-05
tudo certinho antes do,8.587940299273857e-05
ótimo muito bom,8.587383041581127e-05
do prazo produto conforme,8.587286255669039e-05
foi ótima,0.00010981163368661209
tudo foi como,8.579551558835909e-05
só elogios,8.579358370367831e-05
compra nessa loja,9.725377691009116e-05
foi bem rápido,8.576797674759214e-05
parabéns obrigada,8.574408944291977e-05
adorei minha compra,8.567643343814349e-05
indico para,8.561686938676457e-05
antes do prazo não,9.302859976703666e-05
envio foi,8.549309151498908e-05
ótimo produto veio,8.546225261324986e-05
lj,8.544151108987003e-05
mas parece ser,8.539948024764269e-05
de ótima qualidade adorei,8.532047239280398e-05
bem embalado sem,0.00010873359058413951
veio tudo ok,9.604999752916832e-05
entregue no prazo tudo,9.643877898808415e-05
produto conforme solicitado,8.527560804039557e-05
lindas amei,8.52576951940686e-05
produto vale,8.525474754438133e-05
combinado sem,8.52267994350209e-05
entregue no prazo bem,8.518983950548904e-05
satisfeito com loja,8.510177237914323e-05
no prazo perfeito,9.500277953802285e-05
excelência,0.00011891929293516575
lannister nota 10,8.508562273689458e-05
recomendo produto excelente,8.502956165965711e-05
qualidade entrega rápida recomendo,8.49585115460496e-05
falta um produto,0.00010041152458946622
recomendo produto entregue,8.489987959370222e-05
direitinho antes do prazo,8.489660598049532e-05
ótimo super recomendo,8.485098473632073e-05
do prazo estipulado produto,8.478200015460983e-05
dentro do prazo sem,0.00011678044501746041
ótima empresa,9.621638379699533e-05
em excelente estado,0.00010027979732318785
recomendo entrega super rápida,8.462942927526358e-05
perfeitamente no,9.98507847701856e-05
cumpriu que,8.462296394432692e-05
eficiente entrega,0.00010080015243750756
excelente parceiro,8.453377835790994e-05
lindo minha,8.453361291900126e-05
boa qualidade entrega foi,8.449124001693188e-05
ocorreu tudo bem,8.433209574784308e-05
produto recebi antes do,8.430899728172326e-05
antes do prazo show,8.43065532110719e-05
prazo meu,8.429475007796041e-05
atende que,8.428727596832125e-05
parabéns continuem assim,8.426216569103044e-05
prazo produto de excelente,8.4177780610789e-05
descrição chegou,8.413282890691575e-05
muito lindo chegou,8.409518929893064e-05
bem antes do tempo,8.407093011598534e-05
entrega chegou bem antes,9.391152018380719e-05
excelente produto excelente,8.396909511891496e-05
compra rápida,8.386001956707423e-05
amei são lindos,8.385753542027267e-05
rápida que,8.383752756173305e-05
vendedor atencioso,8.378835222819163e-05
bem os,8.378038977703635e-05
ágil entrega,8.374570079326916e-05
bons preços,8.374095503093168e-05
do prazo de ótima,8.36849745885297e-05
dentro do prazo combinado,0.00010997114966030034
bom produto bom vendedor,8.363226234844152e-05
muito bom como,8.360417011034364e-05
bom entrega foi rápida,8.359584863487589e-05
atendeu às expectativas,0.00012084327182284348
bom entrega no prazo,0.00010594965479948248
bom chegou rápido,8.339220513948887e-05
ótimo produto entrega no,8.338440301903243e-05
peguei,0.00012406026382984073
entrega no prazo muito,0.00010188394576587122
muito satisfeito recomendo,8.324416611569298e-05
exatamente como no,8.324133573456938e-05
totalmente satisfeito,8.322307493249696e-05
fiquei satisfeita com compra,9.287754361665642e-05
entrega rápida produto perfeito,8.318516437612328e-05
serto,8.310448645319662e-05
estou super satisfeita com,8.308918711963452e-05
são de ótima qualidade,0.00010420577654655533
tudo funcionou,8.307193647729189e-05
recomendo chegou rápido,8.303413999468661e-05
veio rápido,8.29967185453943e-05
espero que continue,8.297965933669367e-05
bom atendimento entrega,8.29744372355604e-05
excelente sempre,8.296061392327702e-05
gostei bastante do produto,8.294826071509965e-05
melhor de,8.294432723284883e-05
recomendo stark,8.29097517563907e-05
qualidade entregue dentro do,8.285906019739512e-05
lannister pela,0.00010265042297700566
seguro comprar,8.280513564087126e-05
perfeito parabéns,8.276849535160058e-05
excelente lindo,8.2761141143337e-05
chegou conforme anunciado,8.27521089371702e-05
parabenizar,8.269805277591035e-05
otimo super,8.266556385091524e-05
bem leve,9.400675896641627e-05
honesto,9.229014423178137e-05
tudo certinho obrigada,8.258874484035498e-05
satisfeita com os produtos,8.258519654529678e-05
qualidade acabamento,0.00012803169599936873
tecido muito bom,8.25733859301455e-05
muito obrigado pela,8.255515761621915e-05
bom chegou dentro do,8.253711117529125e-05
entrega rápida bom produto,8.251889648118148e-05
loja excelente produto,8.251524564368286e-05
tamanho bom,8.251324281169367e-05
semanas antes do prazo,8.249207010094279e-05
chegou corretamente antes do,8.246889930673834e-05
entrega em tempo,8.246723034896578e-05
produto correto dentro do,8.243842386885263e-05
entrega rapido,8.243716769477308e-05
ok recebi,8.243043947509149e-05
chegou tudo direitinho,8.242654838614396e-05
lindo ótimo,8.237898102670452e-05
que prometeu,9.498186105570093e-05
recebi no prazo certo,9.039641641123433e-05
produto entrega dentro do,8.233450638477229e-05
entrega no prazo tudo,8.231492663092722e-05
do prazo previsto em,8.227268959537505e-05
perfeito antes,8.226711577130876e-05
tudo correto recomendo,8.216567396971742e-05
antes do prazo só,0.00010668063020492262
entrega rápida produtos,8.207705781771933e-05
só compro,8.201300490171604e-05
eu recomendo todos,8.199239079204245e-05
de qualidade entrega no,8.198006513066063e-05
carinho,0.00010729929446553783
muito bacana,0.0001004436455881772
produto 100,0.0001119295356726916
no prazo atendimento,8.183049160159679e-05
muito rápido tudo,8.182097637766139e-05
mais rápida do que,8.177671639840036e-05
parabéns pela rapidez,8.175506879015137e-05
do prazo veio tudo,8.174921348119307e-05
eficiente produto,8.1723647765875e-05
rápido ágil,8.171183883537698e-05
comprar outros,8.16458027111353e-05
amo comprar no,8.160906958193478e-05
procurava,8.160054337358098e-05
entrega mais rápida,9.712660481430433e-05
corretamente em,8.156614724194247e-05
mto bem,8.15180483791662e-05
recebimento antes do,8.144364414745361e-05
produto melhor do que,9.92964639189024e-05
apliquei,9.448214150155027e-05
entrega qualidade do produto,8.132853429938114e-05
vou testar produto,9.274785701744961e-05
pelo serviço,8.124184284172273e-05
jeito que eu esperava,8.123429727840553e-05
em perfeitas condições dentro,8.120295450230555e-05
perfeitas condições dentro do,8.120295450230555e-05
loja excelente cumpre prazo,8.117857039976659e-05
antes do previsto parabéns,8.114819564226623e-05
chegou certinho antes do,8.114392416488623e-05
ainda nao usei,8.109746465239112e-05
com certeza recomendo,8.105910825287948e-05
preço produto,0.00010186384263394951
produto realmente,0.00011848725223793961
relógio muito bom,8.092213696080294e-05
rápida como sempre,8.089334728819381e-05
acabamento muito bom,8.086338403789484e-05
tudo certo bem,8.085776500821536e-05
lindo leve,8.08297419575896e-05
produto muito bem feito,8.074130904146849e-05
embalado chegou no prazo,8.072640307950009e-05
antes do prazo um,8.068238771190185e-05
chegou em menos de,9.040339069653057e-05
do prazo de acordo,8.061448307103213e-05
fui muito bem atendido,0.00010051367920994949
recebi produto bem embalado,8.059754226565722e-05
desde compra até entrega,8.050669577220483e-05
tudo certo obrigado,8.045563618593439e-05
eu amei produto,8.044653905543807e-05
qualidade recebi antes do,8.038485863531652e-05
compra entregue antes do,8.035434448424274e-05
correta antes do prazo,8.033822684827731e-05
pedido chegou no prazo,8.033087398134495e-05
original lacrado,8.033051471986936e-05
muito satisfeita com minha,8.031377716061294e-05
rápido fiquei,8.030495332513927e-05
rápido em perfeito estado,8.028185070725964e-05
ótimo como,8.025758913762397e-05
foi muito fácil,8.021664677871353e-05
chegou no dia seguinte,8.021328486747222e-05
top de,8.020263239719658e-05
muito boa gostei,8.019876090648923e-05
de acordo com as,0.0001238593481263241
um charme,8.018804356953052e-05
atendimento muito bom,8.015454897285946e-05
excelente eu,8.015008078549392e-05
igual descrição,9.048953891848963e-05
foi muito bom comprar,7.992113459227806e-05
no prazo adorei,7.988915263892745e-05
adorei relógio,7.982095180754434e-05
chegou perfeita,7.977634433230986e-05
eu recomendo essa loja,7.971681283144475e-05
entrega muito rápida parabéns,7.971189323943787e-05
muito rápido adorei,7.971007164315305e-05
funcionou muito bem,7.968525680874619e-05
bom sempre,7.967230612241773e-05
recomendo produto vendedor,7.961258179027727e-05
bom dentro das,7.95991117393408e-05
rápidos,9.036991746550113e-05
grande muito,7.956396055574394e-05
no prazo parabéns,7.955464756103141e-05
produto exatamente igual,7.955031094789004e-05
bonito de boa qualidade,7.951863402249853e-05
gostei muito vou,7.951246268235126e-05
excelente prestação de,7.949976513045524e-05
bom atendimento recomendo,7.94505462104696e-05
vou instalar,9.494215426411594e-05
pedido entregue antes do,7.941275345314088e-05
mas funciona,9.921989954196945e-05
compra produto chegou,7.930270986910349e-05
variedades,7.927419304271579e-05
adoro comprar nessa loja,7.92650574687378e-05
as minhas necessidades,0.00012526643425184161
produto bom pelo,7.920438080625276e-05
tudo chegou,8.972284534595459e-05
entregue no prazo correto,0.00012201313864762383
maior do que eu,9.257306451178262e-05
bem embrulhado,7.898576302150274e-05
tapete muito lindo,7.89555556989967e-05
esta tudo,0.00010279854935715729
de comprar nesta loja,7.88629430734057e-05
antecipadamente,8.864023960017547e-05
recomendo super,7.883376447293116e-05
amei produto super recomendo,7.882870058260179e-05
entregaram muito antes do,7.882406609118271e-05
já testei,7.881246844527326e-05
chegou antes do prometido,7.878053977667025e-05
conforme solicitação,7.875148198108645e-05
como eu queria,0.0001073227501514556
super responsável,7.866638506946015e-05
entrega super rápida parabéns,9.759746955778342e-05
bem recomendo,7.856380463380582e-05
pelo cuidado,7.850846646566982e-05
tudo dentro da,7.850750009457748e-05
minhas filhas,7.845737898763548e-05
produto condiz com,7.844169092678657e-05
tudo que foi,8.932729607934022e-05
prazo de entrega foi,0.00014829276110147293
com rapidez da entrega,7.8372605812836e-05
atende expectativa,7.836349987685643e-05
maravilhoso adorei,7.826574991748557e-05
pode comprar sem medo,7.826210244798082e-05
recomendo entrega foi,7.824242152220451e-05
com entrega antes do,7.822907416773058e-05
com bom acabamento,9.198959989087335e-05
foi uma ótima compra,7.814349685831458e-05
objetivo,0.00012125022081317382
prazo em bom estado,7.813456769167775e-05
com bom preço,9.827768271759937e-05
produto que eu esperava,7.810534375813002e-05
veio direitinho,9.676553560656633e-05
do prazo satisfeito,7.809614716195723e-05
ótimo entregou,7.804459358970153e-05
com entrega rápida,7.803308411232927e-05
de acordo com anúncio,9.949452691232514e-05
em perfeita condição,7.791744918294767e-05
do prazo tudo correto,7.790062617665535e-05
atendimento tudo,7.788268335301214e-05
curti,7.788044682417669e-05
produto muito bom loja,7.778177247034628e-05
serviço produto,8.95347056289436e-05
linda minha,7.774127414978016e-05
acertado,7.768505355532669e-05
rápida tudo certinho,7.768248101641654e-05
15 dias antes do,7.767405300325572e-05
do prazo em ótimas,7.766510804908053e-05
esperado dentro,7.75135110298043e-05
rápido do que esperado,7.749420485624098e-05
compra segura entrega,7.747507920675669e-05
exelente produto,7.745597824224133e-05
produto preço,0.00011394651250681454
super lindo,7.740866362064037e-05
entregue no prazo muito,0.00010415487722953965
produto chegou sem problemas,8.911024706890107e-05
loja entregou produto,7.731075402142043e-05
atendimento com,9.560829286037312e-05
excelente produto entrega antes,7.72647763377291e-05
adoro comprar nas lojas,7.722919958476374e-05
fácil rápido,7.721731527366262e-05
produto excelente entregue antes,7.720905747913689e-05
bom rapido,0.00010356930256334617
produto chegou certinho antes,7.713080535103333e-05
bom qualidade,7.711987619662382e-05
todas as minhas expectativas,7.710342886642913e-05
rever prazo de entrega,7.709269536371493e-05
bom entrega dentro do,7.69312439651095e-05
tudo certo antes do,9.64404282082413e-05
sempre bem,7.687019136633263e-05
prazo 100,7.68642260483097e-05
foi td,7.675458567466499e-05
atendimento produtos,7.673081269015694e-05
amei veio,7.660477921426387e-05
uma graça,7.659577805931405e-05
excelente produto loja,7.659012615655835e-05
amei bolsa,7.657376305648599e-05
já estou usando,7.655189812647104e-05
antes do prazo otimo,7.653305622708315e-05
produto ótima loja,7.651304154628341e-05
ótimo produto prazo,7.649006706857263e-05
rápida produto maravilhoso,7.646282200728218e-05
muito bom os produtos,7.640890608241648e-05
previsto muito satisfeita,7.640116168586289e-05
corretamente sem,7.639661769380044e-05
produto entregue na data,9.370312490790807e-05
apesar da greve,8.72728407888603e-05
super rápida ótimo produto,7.630323035625071e-05
entrega super rápida ótimo,7.630323035625071e-05
todos comprar,7.628729705663719e-05
lindo super recomendo,7.627252511973673e-05
do prazo produto ok,7.627089445011844e-05
prometido produto,7.626930004357549e-05
rápida em,7.626070211288429e-05
qualidade chegou bem antes,7.62502593816201e-05
excelente foi,7.622739761108739e-05
produto chegou em ótimo,7.621539481895383e-05
do prazo previsto gostei,7.618941662813391e-05
no prazo produto bom,9.000943872749787e-05
conforme as,7.616831510292111e-05
produto de qualidade excelente,7.616701499335662e-05
testado aprovado,7.612078270180949e-05
vendedor confiável,7.612028032275723e-05
espremedor,9.749971345291354e-05
antes do prazo isso,9.161047900708275e-05
atraso foi,7.606801700201991e-05
compra chegou antes do,7.604970235178367e-05
site nunca tive,7.602888931746678e-05
bonita de,7.599919579245979e-05
excelente recebi antes do,7.598180196246359e-05
excelente tudo,7.596617507171469e-05
entrega rápida sem,7.59368448913555e-05
antes do prazo atendeu,7.592195568601869e-05
excelente produto entrega super,7.589016607576303e-05
obrigado todos,7.582030058515991e-05
bem antes do combinado,7.578700303032024e-05
qualidade entrega dentro do,9.325880175536649e-05
dias após compra,9.581578987062899e-05
chegou antes do que,7.567639095067098e-05
produto correspondeu expectativa,7.567246314344813e-05
entrega na data prevista,7.564089471678447e-05
obrigada recomendo,7.562614985644023e-05
satisfeito eu,7.561457972353838e-05
bom produto chegou rápido,7.557034071312802e-05
recomendo obg,7.555365447503085e-05
produto entregue muito rápido,7.554559074670983e-05
recomendo chegou bem antes,7.554366909134672e-05
bom foi entregue antes,7.552715333546912e-05
produto foi entregue em,0.0002092760487914566
pelo bom,7.546951702303944e-05
linda chegou,7.546704304284541e-05
do prazo produto correto,9.802138699423646e-05
entregue certinho,7.54184462523351e-05
muito satisfeita produto chegou,7.540752258670242e-05
rapido tudo,7.539510645826535e-05
produto exatamente conforme,7.537965476955673e-05
tudo ok como,7.535808329827094e-05
os pincéis são,7.535631859815731e-05
muito bem embalado chegou,7.533808844054772e-05
estou muito feliz com,7.529790390044736e-05
prazo estou muito satisfeito,7.52569871052253e-05
no prazo bom produto,7.520914641998028e-05
joia,0.00014178928628094661
sempre nas lojas lannister,7.513319795797225e-05
entrega super rápida muito,7.51168185338682e-05
vou comprar novamente,7.504508170800311e-05
lindas as,7.497564304816159e-05
com segurança,9.12540832283729e-05
achei ótimo,7.492854364141639e-05
está ótimo,7.491626942061939e-05
honesta,8.688510315732638e-05
atendeu minhas necessidades,8.646819724085218e-05
chegou antes do dia,7.48035230423473e-05
produto recebido antes do,9.974267874009755e-05
material de ótima qualidade,7.474121033810499e-05
produtos entregues no prazo,7.47335450460401e-05
excelente produto vendedor,7.469566277444545e-05
parabéns equipe,7.469508216050502e-05
bom grande,7.468876557635906e-05
chegou em bom estado,7.467435298384876e-05
produto tudo certo,7.466729335997029e-05
ajuda muito,7.466635976768856e-05
entrega no prazo combinado,7.463676204047099e-05
produtos chegaram muito,7.457524252493e-05
correto com,8.401872968642257e-05
excelente produto de,7.454913540898827e-05
com muita qualidade,7.453161982665228e-05
entrega no prazo ótimo,7.449578259325823e-05
simples de,7.444587740112252e-05
fragrância,0.00012687152159779417
entrega conforme,9.91295775711154e-05
estao de parabéns,7.435516412872364e-05
loja entrega no prazo,7.434832478198012e-05
ao anuncio,7.433465758699894e-05
produtos ok,0.0001046408615186104
data programada,7.426168768217043e-05
prazo de acordo com,7.419788917922926e-05
sem surpresas,7.418336754139866e-05
produto nota 10,8.863478645087871e-05
atendimento prazo de entrega,7.4110039970126e-05
recebi no prazo produto,8.871837913166585e-05
divulgado,0.00011974403632243205
maravilhoso entrega super,7.396909541893797e-05
compra entrega rápida,7.396508897522338e-05
entregue dentro prazo,7.396121624558362e-05
do prazo excelente atendimento,7.387545855946394e-05
até mesmo antes do,8.515229160218145e-05
entrega foi bem rápida,0.00010728158955437329
recomendo chegou no prazo,7.38467889786175e-05
produto bom vendedor recomendo,7.381085194828336e-05
dos produtos muito,7.379870165598069e-05
cliente recomendo,7.37917122406692e-05
chegou tudo bem,7.375741325437414e-05
prazo produto entrega,7.371505055820605e-05
oque eu,0.00010275591096562137
antes do que eu,7.365477653818554e-05
satisfeito com aquisição,7.362518497082174e-05
mais uma vez,0.00017278131538044525
tudo certo com compra,8.223433578830962e-05
veio tudo correto,7.358810341295001e-05
de acordo com esperado,7.35730395229983e-05
antes do prazo satisfeita,7.354261177171218e-05
loja cumpre,7.353946424527977e-05
rápida produto correto,7.346920942330664e-05
produto superou minha expectativa,7.346298393648971e-05
entregue tempo,7.345647230642506e-05
serviços prestados,7.344864109808958e-05
do prazo embalagem,7.343576913429585e-05
compro há,7.343496509038242e-05
perfeito super indico,7.342357202593811e-05
mto boa,9.087733809924294e-05
entregs,7.34003074660074e-05
super rápido bem,7.336073332422004e-05
antes do prazo lindo,7.331048242374956e-05
ainda ganhei,7.3297325210964e-05
como anunciado entrega,7.326561496857778e-05
sempre cumpre,8.427328114401985e-05
conforme anúncio recomendo,7.320021024693086e-05
super rápida amei,7.319835433740788e-05
prazo bem embalado recomendo,7.315093454832726e-05
lindo de boa qualidade,7.313166814694354e-05
produto correto bem embalado,8.757757944949771e-05
foi entregue em perfeito,7.311711894082324e-05
mais em conta,0.00010519904469008043
rápido antes do prazo,8.651475150042669e-05
fiquei muito satisfeita produto,7.297316927573204e-05
chegou ok,7.297041276041945e-05
ótimo vendedor recomendo todos,7.294708355737253e-05
muto,7.29368949929437e-05
satisfeitíssima,7.293686260288808e-05
atençao,7.289138013239784e-05
do prazo tudo em,8.14521442700085e-05
indico chegou,7.278691907709763e-05
recomendo entrega antes do,7.275859826325111e-05
de ótima qualidade muito,7.269920420467685e-05
chegou tudo certinho recomendo,7.268914586594411e-05
antes da data muito,7.26154989007063e-05
ótimo produto custo,7.258271732855267e-05
pretendo comprar,8.253227334471735e-05
qualidade compra,7.255919017327511e-05
com uso,8.17868879422523e-05
certo na,8.967072362140549e-05
do prazo produto exatamente,7.247293869437224e-05
surpreso,9.632530510262763e-05
dentro do prazo super,7.243845064038993e-05
prazo produto perfeito,7.24313089154941e-05
ainda não utilizei produto,9.650371986604368e-05
lustre lindo,7.241819786568793e-05
ótimo produto muito,7.238090292086215e-05
controle funciona,7.236194026872519e-05
do prazo super indico,7.234765979976017e-05
bonito resistente,7.234258486444247e-05
sertinho,7.234106953899012e-05
comprarei outras vezes,7.231568737174245e-05
prazo conforme anunciado,7.225698045799037e-05
parabéns recebi,7.225321074305346e-05
anúncio muito bom,7.214756056264032e-05
vendedor chegou,7.212546296998036e-05
antes do prazo estão,7.212135119093459e-05
elogiar,7.211088974835285e-05
loja virtual,9.041709698866664e-05
adequado,0.00017619048388338503
satisfeito parabéns,7.204716095463517e-05
bom atendimento produto,7.203659257160962e-05
produto bom com,7.20206440933514e-05
produto de muito boa,7.200655061494836e-05
tudo perfeito entrega,7.19792442308756e-05
adorei rapidez,8.152392721757542e-05
produto chegou muito bem,7.191784501037781e-05
entrega adorei,7.191721750064102e-05
do prazo bom produto,7.191406893029323e-05
entrega recomendo todos,7.189833281428767e-05
produto conforme anunciado recomendo,7.186405149367551e-05
cheiroso,9.066300030167581e-05
feliz com atendimento,7.184927672155444e-05
perfeito nota,7.183692921040649e-05
extremamente rápido,7.182823023859168e-05
embalagem perfeita,7.179771076952058e-05
do prazo muito bonito,7.179183251185563e-05
boa opção,7.177466572519937e-05
amei as,7.171300390550645e-05
feliz com minha compra,7.165582214018955e-05
muito do produto entrega,7.164463331274546e-05
bem as,7.163721313961248e-05
rápido de ótima qualidade,7.16242877925118e-05
loja entrega antes do,7.159437267804991e-05
rapidez na entrega recomendo,7.155340835855105e-05
foi entregue muito rápido,7.152446473165691e-05
tudo certo como sempre,7.150472266906833e-05
ótima qualidade recomendo todos,7.148862399878413e-05
produtos muito bons,7.141266995078292e-05
entrega antecipada produto,7.140150050619587e-05
de boa qualidade bonito,7.132784301257541e-05
em conformidade com,7.130464508007374e-05
recomendo um,0.0001021816108060267
recebi rápido,7.126376751476569e-05
entrega até antes do,8.091646220940089e-05
ótimo produto ótima,7.124566703532217e-05
menor preço,7.120527637545568e-05
recomendo vou,7.117871906405e-05
recomendo entrega no prazo,7.115536730382075e-05
agradeço muito,7.114248855667197e-05
tudo certo com entrega,7.11301920337957e-05
prazo de entrega recomendo,7.11189429295709e-05
excelente super,7.111712383868276e-05
mas tudo ok,7.109753346169134e-05
eu recomendo para,7.104144327301127e-05
uma ótima loja,7.102509977158549e-05
comora,8.381825424656169e-05
linda adorei,7.09460609609261e-05
adorei chegou antes do,7.094439459864489e-05
excelente serviço prestado,7.091176761571024e-05
antes do previsto bem,7.087259863862131e-05
prazo veio tudo certinho,7.083656284926116e-05
muito do produto do,7.083372393718917e-05
otimo produto chegou antes,7.080207804007533e-05
chegou em ordem,7.078632616863378e-05
as características,8.372811303322871e-05
mas bem,0.00013396177272985177
ainda não abri,9.677185142736234e-05
ele chegou,7.072277558876451e-05
produto idêntico,7.071454610725335e-05
não testei produto mas,8.35688038475241e-05
em perfeitas condições antes,7.070976507073967e-05
de um ótimo,7.065978877115283e-05
recomendarei,7.064467731826375e-05
satisfeita obrigada,7.064214396866685e-05
de boa qualidade super,7.063935157242156e-05
parabéns pelo excelente,7.06124301971754e-05
bonito muito bem,7.061090870360018e-05
comprar pelo site,8.097645579299841e-05
rápido bem antes do,7.058625841033605e-05
muito satisfeito obrigado,7.058184224585736e-05
produto em ótimas condições,7.057472607177949e-05
satisfeito com os produtos,7.057271200212257e-05
antes do informado,7.057159993968968e-05
arrasou,7.055890116835202e-05
pela rapidez na entrega,7.05526909157519e-05
produto recomendo loja,7.052087318972033e-05
bem embalado perfeito,8.791870407727076e-05
amou mochila,7.03929165944501e-05
sempre antes do prazo,8.442016507437059e-05
confiança no,7.036618870861741e-05
perfeito estado bem antes,7.035902840938298e-05
estado bem antes do,7.035902840938298e-05
entrga,0.000120796332583423
recomendo quem,7.034220330133083e-05
parecem ser,7.031972567989767e-05
perfeitamente como,7.030130811850009e-05
gostei da eficiência,7.026713468914207e-05
produto correto recomendo,7.025347626539193e-05
ótima qualidade entrega muito,7.024633711053372e-05
excelente produto entregue,9.374968411079003e-05
no prazo de ótima,7.01117301761111e-05
bem embalado conforme,7.005453878392246e-05
tudo normal,0.0001161769177444826
fã,7.000136212405997e-05
entrega super rapida produto,6.999432924813145e-05
no prazo certo recomendo,6.998824356400045e-05
ótimo produto entrega muito,6.99605333502147e-05
produto mt bom,6.991204540790722e-05
boa muito,6.99102962744503e-05
como sempre lannister,7.941905506331268e-05
correto vou,6.987930044363713e-05
estou apaixonada,6.984207838215873e-05
rápida muito bom,6.981413640519475e-05
produto muito bom com,6.979455127693758e-05
confortável recomendo,6.976746633683659e-05
rapida parabéns,6.974413569976679e-05
rápida excelente,8.362099681667718e-05
feliz em,6.969124011659851e-05
recomendo aos,6.965242943971835e-05
produto chegou corretamente antes,6.962747026350623e-05
cumpre com prazo,6.958976550990904e-05
eficiente na entrega,6.955732651556717e-05
prazo muito bom produto,6.955364494327063e-05
do previsto produto de,6.954029370005443e-05
chegou muito antes da,6.953249311781905e-05
com certeza vou,6.953118261471803e-05
