,positivo_score
produto muito bonito de,5.2405266381742155e-05
ficou super,5.240128945401846e-05
certo com produto entrega,5.239145575026157e-05
entrega superou minhas expectativas,5.237904243376574e-05
prático para,5.233980770734225e-05
prazo poderia,5.232790881011326e-05
do prazo de excelente,5.228204466252277e-05
entrega demorou um pouco,5.2241963079148335e-05
recomendo só,5.219578172079479e-05
boa qualidade eu,5.2164020475782566e-05
recebi nota fiscal do,5.215671571369226e-05
com produtos de,5.21513498953357e-05
rápida eu,5.212125839009013e-05
qualidade chegou em,5.21169552437236e-05
nossa muito,5.211284968713871e-05
bem antes do prometido,5.20979886748779e-05
prazo de entrega excelente,6.783949560161172e-05
atende ao,6.926050089355711e-05
veio até,0.00010612089051887264
os produtos sempre,5.2064405406319255e-05
qualidade entregue muito,5.205105704446329e-05
comprado antes,5.203969146370061e-05
estado estou,5.2038840218111455e-05
idônea,5.2038204870511024e-05
só frete que,5.2033585073343006e-05
muito rápida bem,5.20315209693962e-05
ganhei um,5.200957973806344e-05
mais duas,5.198760461173399e-05
prazo previsto veio,5.195055398183283e-05
feliz pelo produto,5.193939403648129e-05
no site entrega rápida,5.193016262316261e-05
preço prazo de entrega,5.1926627448524626e-05
na metade do,5.191277055540196e-05
muito resistente,0.00011799442239207005
foi uma boa compra,5.1894501822349837e-05
somente frete que acho,5.189061553630053e-05
frete que acho ainda,5.189061553630053e-05
acho ainda muito caro,5.189061553630053e-05
que acho ainda muito,5.189061553630053e-05
do tamanho que,6.635154134536333e-05
sempre dentro do prazo,5.183775919279554e-05
temperatura do,5.182970338620472e-05
muito chegou no prazo,5.1800890240154617e-05
boneca linda,7.058776413603318e-05
foi entregue em tempo,6.717974846623272e-05
entrega obrigado,8.851403756932947e-05
senão,7.052127516993528e-05
lindo na minha cozinha,5.16917110186562e-05
produto que eu queria,7.210450127614498e-05
tanto no produto,5.1658621977110595e-05
chegou no prazo era,5.1657565973429896e-05
gostei muito pois,5.162553123506577e-05
do prazo em ótimo,5.161531783777257e-05
ofertado,7.836066965193296e-05
produto chegou em bom,5.158145670272115e-05
que eu estava,8.223480795476115e-05
relogio lindo,5.157493195639081e-05
conforme descrição no,5.157034738794015e-05
produto veio corretamente,8.594180793257719e-05
realizada com,7.104214890548709e-05
bem bonita,6.566180555382037e-05
prazo parabéns pelo,5.152926624787626e-05
produto bom chegou no,7.071915508775104e-05
do prazo veio em,5.1522928768273104e-05
com ótima qualidade,6.729867307697883e-05
compra adorei,5.1488784786962553e-05
recomendo produto chegou antes,5.145134741520459e-05
loja chegou antes do,6.39165032176319e-05
tive nenhum problema com,5.142961957566257e-05
perfeitas condições antes do,5.1428544341505894e-05
foi respeitado,6.198985903957319e-05
bom agora,5.1365112230382154e-05
parabéns as,5.135759270478809e-05
muito bom comprar nas,5.1343276913037286e-05
fiquei super satisfeita,5.133889489872179e-05
entrega feita em,5.1328201447889274e-05
imaginado,5.132480008257761e-05
rápido entrega antes,5.132265830482529e-05
só faltou,0.00010943055545705954
recomendo pela,6.511103971127536e-05
com produto recomendo,5.1275038844268845e-05
prazo tudo ok recomendo,5.12742228962458e-05
com um brinde,5.125708810592261e-05
compra sem problemas,6.7114892881788e-05
altamente,8.754629539683344e-05
compras sempre,6.098892676903661e-05
essa cadeira,6.277207919927548e-05
do prazo estipulado tudo,6.352629303121525e-05
deveria ser mais,0.00011030980291826214
do prazo nota 10,6.211811034565914e-05
no prazo chegou,5.1166906805839075e-05
bastante no,5.1160830438517016e-05
dentro do prazo estou,6.15280045751399e-05
chegou muito bom,6.170246408519637e-05
linda confortável,7.276227485048725e-05
sempre compro nas lannister,8.921634746926778e-05
no combinado,6.158949383655975e-05
certo fiquei,5.113195781207102e-05
produto como anunciado,7.113381056012265e-05
anunciado entrega antes do,5.111407241807526e-05
dentro do prazo eu,5.1112186551449094e-05
super fácil de,5.109722509896941e-05
muitíssimo,6.312023453128828e-05
entregue no prazo material,5.108678446182932e-05
muito de comprar com,5.108530031109126e-05
no quarto,7.457102441772472e-05
foto chegou antes do,5.107974916109238e-05
muito loja,6.64190954642765e-05
no prazo sem avarias,5.1016985335317435e-05
só não recebi nota,5.100524010260663e-05
perfeito estado produto,5.0995146877864874e-05
indico com,5.099184265004932e-05
atendeu bem,6.411644479894549e-05
do prazo foi,6.951495114798576e-05
recomendo estou,5.0970542398017486e-05
minha compra entrega,5.093481664963247e-05
veio como descrito,5.091664001442259e-05
antes da data prometida,5.08985767586204e-05
recebi exatamente que,5.089637469415093e-05
bem embalado chegou no,5.0895301145407113e-05
prazo tudo de,5.0894165159351315e-05
entrega foi perfeita,5.088189847185326e-05
no prazo tudo certinho,6.249171791877314e-05
bem atendida produto,5.0771926564351156e-05
prazo certo como,5.076554808397114e-05
me surpreendeu entrega,5.076371720269928e-05
recomendo material,6.173069938040777e-05
intactos,6.327225981711926e-05
pouco tempo,8.843255008588518e-05
entrega rápida produto como,5.0683673681357684e-05
do prazo minha filha,5.0647399100081764e-05
produto entrega feita,5.06372656680572e-05
baratheon muito,7.046550894025251e-05
bem embalado em perfeitas,5.057180539823832e-05
embalado em perfeitas condições,5.057180539823832e-05
impressionada com,5.0556463161614816e-05
do prazo previsto parabéns,5.054440365378311e-05
agora utilizar,5.0481005203389836e-05
mercadoria bem embalada,5.0462217467308435e-05
isso muito bom,5.0422304614632224e-05
produtor,8.988068543714635e-05
antes do dia marcado,5.041777267640333e-05
material muito bom chegou,5.041292874038881e-05
produtos tudo,5.0407723305283425e-05
entrega super rápida chegou,5.040631747702188e-05
otima loja para,5.038168289889085e-05
qualidade com preço,5.0366775471463545e-05
chegou tudo certo antes,5.03657979671787e-05
pela seriedade,5.034746910924362e-05
em fase,6.213981826148316e-05
como das outras vezes,5.032361620696458e-05
para outras pessoas,5.028425212518114e-05
embalagem adequada,6.818227483448254e-05
do prazo previsto bem,5.0245313158939465e-05
prazo previsto bem embalado,5.0245313158939465e-05
do prazo bem embalada,5.024003107446482e-05
com rapidez na entrega,5.022107910743365e-05
antes do previsto super,5.0212316308995184e-05
do previsto super recomendo,5.0212316308995184e-05
produto muito bom foi,5.016594160420906e-05
certinho antes da data,5.01339986924148e-05
confiáveis,7.727462862666764e-05
produtos chegaram bem antes,5.005502088791156e-05
tanto na,5.0053006724020615e-05
bem embalado tudo certinho,5.0042812165218534e-05
muito grato,4.997570686163937e-05
prazo de entrega poderia,4.997329587572648e-05
boa qualidade gostei muito,4.993696857163972e-05
está de parabéns produto,4.992091327543902e-05
produto no prazo certo,6.289840718054576e-05
senti falta,4.988159588561921e-05
utilidade,7.445741495804486e-05
produto correto no prazo,8.377115144162459e-05
expectativas super recomendo,4.9863359493836026e-05
resalva,4.982674807444517e-05
bom atendeu minhas expectativas,4.9817122726029576e-05
que nas,6.008451593734273e-05
produto chegou no dia,4.978183399660095e-05
em ordem recomendo,6.32905183756068e-05
com proteção,4.9765591497989656e-05
certamente,6.069682082901861e-05
na entrega produto de,6.613890799106354e-05
boa de,6.37049312273635e-05
enviado dentro do prazo,6.023307960560132e-05
rapidamente bem embalado,6.576013958767541e-05
técnico,4.957488535416599e-05
rápida produto exatamente,4.9574617137491904e-05
antes do esperado em,4.9572042198702085e-05
qualidade prazo de entrega,7.534292599127446e-05
produto exatamente como na,4.9551036875107406e-05
no mercado,0.0001218227085757909
pra quem quer,4.954165777051783e-05
qualidade estou muito,4.953190538100749e-05
nota máxima,5.963963399782995e-05
tive problema nenhum,4.9468101191746336e-05
linda super,4.946467142519968e-05
bem embalado adorei,4.942323017548716e-05
com mercadoria,0.0001263906749754912
bom um,4.941616482957159e-05
excelente site,0.00010378216736817463
do que previsto,4.9399915974339576e-05
da minha filha,7.655397931556366e-05
prazo funcionando,6.198132980441723e-05
prazo um produto,4.934594355446935e-05
perfeito estado dentro do,6.150064644421798e-05
lindo como,6.459941193885764e-05
esperado entrega super rápida,4.926227644462739e-05
nas lannister com,4.9230049747929234e-05
mais do que,0.00011886124658030813
grandes,0.00017335620444558923
condições produto,5.920642460633168e-05
gostei bastante da,4.918243235391901e-05
tem ótimo,4.91715225417142e-05
capricho,4.9165983356287486e-05
gostei tanto,5.9826317303184486e-05
produto entregue corretamente antes,4.911050094460165e-05
produto mas chegou,4.908660123939055e-05
mas deu tudo certo,4.908593903036937e-05
tudo certinho amei,4.9075756768024263e-05
bem acabados,4.9074745820596855e-05
no prazo ou,4.906145821767227e-05
tudo certo chegou no,4.9035170406735794e-05
pelo preço está,4.902687956031593e-05
no prazo certo tudo,4.902479844680544e-05
muito obrigada pela,4.8977398354968236e-05
que foi muito bom,4.8965260875037335e-05
prazo bem antes,4.8956501629475246e-05
são sempre,4.8949922013000516e-05
sempre satisfeita com,6.0419665204494764e-05
no futuro,4.8872370252064965e-05
produto entregue correto,4.88591318980332e-05
foi menor que,4.8824912443045964e-05
recomendo já,4.882062031884921e-05
produtos de excelente qualidade,4.8775138834593764e-05
unica coisa que,4.876342958274967e-05
bem embalado bem antes,4.87535129657303e-05
entrega porem,4.8749603793820955e-05
foi fácil,4.8749245972769676e-05
funcionado,4.871764188901685e-05
perfeito estado chegou,4.8677776670153736e-05
foram bem,4.866935468818227e-05
em todos os quesitos,4.866687301257711e-05
está funcionando perfeitamente,4.866439197543712e-05
sempre compro produtos,4.863795091431407e-05
prazo tudo certo com,4.8602720289437985e-05
pouco espaço,4.854187435347464e-05
certo eu recomendo,4.8533173835268586e-05
pela qualidade do produto,4.852538469134201e-05
hiper,6.11697934337822e-05
prazo quanto,4.8504101663556725e-05
demorou um pouco entrega,4.8502642364713834e-05
lannister parabéns,4.8497381624884885e-05
da pontualidade,6.99206688464912e-05
loja pra comprar,4.8477285722248667e-05
produto resistente,7.51428000529074e-05
de qualidade preço justo,4.845358604668196e-05
cuidadoso,4.844305776756417e-05
ótima compra chegou,6.073830682251068e-05
estou bem satisfeita,4.8436206423998244e-05
foi culpa dos correios,4.843527160563814e-05
de acordo como,4.8361296630480067e-05
muito de comprar no,4.835687070069868e-05
que está tudo,4.8351107433908224e-05
demorou um pouco pra,5.938151626281268e-05
produto bem embalado em,4.832878061804048e-05
loja rápida,4.830792249784485e-05
do prazo recomendo muito,4.830078470696155e-05
produto demorou um pouco,4.829563274168728e-05
tudo dentro do previsto,6.923245328523059e-05
sempre recebo antes,4.824782365901392e-05
prazo bem embalado produto,4.823330213554333e-05
amei entrega,4.8202384616851446e-05
rápido comprei,4.814201487413646e-05
12 dias antes do,4.812186350477816e-05
já instalei,4.810546892339991e-05
tempo produto,6.590979922589978e-05
frete poderia ser mais,4.807062805114064e-05
tudo muito bem embalado,4.806960982389198e-05
foi entregue corretamente antes,4.806875562943886e-05
esse vendedor,9.413567193067188e-05
exatamente como na descrição,4.8043849516604496e-05
era que esperava,8.436324215264641e-05
satisfeita com compra recomendo,4.802254592378698e-05
vai amar,4.801573207131248e-05
no prazo obrigado,7.367106858411234e-05
proteção de,4.7962216207369105e-05
abri ainda,4.795952665542031e-05
correto estou muito,4.7950780789487034e-05
entrega no prazo mercadoria,4.7945235602893005e-05
apenas achei,6.971260017215245e-05
do prazo combinado muito,4.7936272815385235e-05
produto exatamente que eu,6.096220451236691e-05
foi minha primeira compra,7.610859781660569e-05
todas as compras que,4.790498009897836e-05
mas chegou em,4.7886713986344096e-05
de maneira,0.00013983054799369596
lindo mesmo,4.7833300354377174e-05
recebi os produtos no,5.692758836823358e-05
chegou mais rápido que,4.7765526041559285e-05
entrega produto chegou,4.773377151449592e-05
agora vou,8.99355526541774e-05
mais bonito do que,4.769986475607018e-05
em perfeitas condições nota,4.7694431500396227e-05
foi dentro do prazo,0.00013789402475039545
não usei mas chegou,4.763117042514065e-05
luminária linda,8.762697580980158e-05
prazo produto veio conforme,4.76163599614265e-05
está de parabéns entrega,4.76087187024685e-05
apenas dias,5.8609464974349064e-05
sempre chegaram,4.7589149187576946e-05
prazo prometido preço,4.757515741634524e-05
se deu,5.931388881620866e-05
qualidade superou minhas expectativas,4.75501450447379e-05
foi entregue muito bem,4.7547422649132236e-05
entregue no prazo previsto,6.232101000870976e-05
do fim,4.7513666874308485e-05
recebi produto em ótimas,4.749415526636009e-05
dentro do prazo exatamente,4.749107797039878e-05
adorei comprar com vocês,4.747659491156791e-05
prazo na,4.744796635029245e-05
em todas as,4.7430537796823626e-05
de qualidade veio,4.7428189432183495e-05
recebi produto em perfeito,4.7420007863318114e-05
produto funciona,9.38864071507762e-05
cliente por,4.735796414112884e-05
do acabamento do,4.7353309886082614e-05
corretamente produto,0.00011013113870252179
são muito boas,4.734628932965786e-05
ela amou,4.7330353741273126e-05
previsto produto muito,4.732273226072319e-05
colocação,9.684456528574498e-05
em perfeito estado parabéns,4.729720092938469e-05
prazo todos os produtos,4.729633818373803e-05
parabéns chegou bem antes,4.7290825395269815e-05
relógio original,4.726502380501223e-05
no prazo de entrega,0.0001677582950486061
boa compra entregue antes,4.7234545489492174e-05
de comprar na lannister,5.656698271326668e-05
de boa qualidade que,4.719552377653642e-05
quase tudo,4.7181412831272234e-05
produto veio muito bem,4.718126757081412e-05
em perfeito estado entrega,4.7177964816430836e-05
bom produto entrega foi,4.71755566310977e-05
perfeito estado muito bem,4.717404360818819e-05
estado muito bem embalado,4.717404360818819e-05
fiquei satisfeita com produto,6.285627795479786e-05
muito bom pelo,4.7137054431631294e-05
parabéns obrigado,5.734487727255773e-05
material um pouco,4.710660228715493e-05
antes do previsto estou,4.7104024498539165e-05
atendeu todas as minhas,4.710385567879903e-05
minhas expectativas entregue,4.70387129015408e-05
12 000,4.702271622085236e-05
finalmente,6.451901739608183e-05
chegou em uma semana,4.700635532675274e-05
recomendo este vendedor,5.65434140690175e-05
mas lindo,6.046495735347225e-05
com receio,4.690180325032378e-05
produto correto antes do,4.6867268181007306e-05
recomendo todas as,4.685969957967956e-05
descrição mas,4.6811373984082346e-05
tempo sempre,5.800380161040548e-05
chegou dias antes do,4.676904108125789e-05
super recomendo loja produto,4.6763566494000255e-05
apenas um dia,4.671785855741911e-05
certinho do jeito que,4.66927046480944e-05
mas tudo bem,0.0001238923261740253
que atende,4.665312464077172e-05
prazo chegou em,4.66396763344341e-05
testar para,4.662819077940717e-05
compro no baratheon,5.753380086828344e-05
duas semanas antes do,4.661552536201002e-05
parabéns como sempre,4.659808576763614e-05
produto muito bom superou,4.6584915784564026e-05
momento tudo,6.793196130537418e-05
entregue na data combinada,5.616957986567477e-05
compra produto de qualidade,4.6576229538563486e-05
prazo produto igual,4.657283838115099e-05
empresa stark,4.651633409905601e-05
pesquisei,4.651514033799288e-05
rápida produto lindo,7.607103157653266e-05
em perfeito estado conforme,4.64875599952537e-05
todos os envolvidos,4.6487118812813114e-05
exatamente os que,4.648347170969203e-05
compra foi super,4.647918233808035e-05
condições antes do prazo,5.838145931543278e-05
antes da data produto,5.958691732713114e-05
no prazo correto produto,4.641092904736052e-05
relacionado,4.639735712298272e-05
entrega foi feita bem,4.637540754822339e-05
quanto ao produto,0.00011666914263140898
esperado produto de,4.636660395955866e-05
prazo ótimo custo benefício,4.633829939895294e-05
produto igual da foto,4.633785884194341e-05
fora isso tudo certo,4.633333098903456e-05
meu quarto,4.627966628709349e-05
produto foi que,5.775850612541721e-05
mais loja,4.625540659890605e-05
satisfeita parabéns,4.6243854900599264e-05
gostei muito do que,4.624170014779917e-05
produto chegou mais rápido,4.623934451300456e-05
se precisar,6.376232247111369e-05
nada quebrado,4.620694048204366e-05
pelo fornecedor,5.8045946421964064e-05
caimento,7.180836583652127e-05
entrega chegou no,5.9323761521446557e-05
podem comprar sem medo,4.6169361007104586e-05
embalado lacrado,4.6153539026901e-05
muito bom exatamente demonstrado,4.614861030403144e-05
bom exatamente demonstrado no,4.614861030403144e-05
exatamente demonstrado no site,4.614861030403144e-05
conforme imagem,5.6785355311343565e-05
bem embalado de acordo,4.614155988606823e-05
embalado de acordo com,4.614155988606823e-05
foram muito atenciosos,4.613711051619547e-05
parece ser bom,7.116563291136711e-05
além de ser,8.438748945982437e-05
pelo respeito ao,4.6073453352661575e-05
estão em operação obrigado,4.605189702813943e-05
os produtos já estão,4.605189702813943e-05
recebemos os produtos já,4.605189702813943e-05
já estão em operação,4.605189702813943e-05
produtos já estão em,4.605189702813943e-05
qualidade produto,5.609684184977588e-05
comparação,5.7112811501241616e-05
foi super rápida adorei,4.5984639898934613e-05
do prazo sem problemas,7.171922978970065e-05
sempre entregam,5.4151564803458794e-05
rápida adorei produto,4.592873968984931e-05
um produto muito bom,4.5923940728114724e-05
produto muito útil,6.809937112465556e-05
minhas expectativas entrega,4.5885463267802374e-05
esse loja,4.588357875192156e-05
tamanho perfeito,5.758986758791428e-05
sempre que precisar,5.520043888868943e-05
condições no prazo,4.5779824897723116e-05
que normal,4.5765017538183857e-05
foi antes do previsto,5.763877463735343e-05
chegou antes do praso,5.47058690039286e-05
tem preço,4.571640584763066e-05
até recebimento,4.57125249433237e-05
meu produto bem,4.570925421792392e-05
que posso,8.565118472044917e-05
perfeito na minha,4.5679041662480866e-05
produto foi recebido,5.646172980128207e-05
estou usando produto,6.243614003553307e-05
prazo de entrega um,4.5603768677776545e-05
de entrega um pouco,4.5603768677776545e-05
do prazo previsto adorei,4.557936020871661e-05
recomendo foi,4.555750788337544e-05
fretes para mesmo produto,4.553135820652769e-05
apesar da demora,9.958734846528478e-05
ótimo atendimento entrega no,4.5468380823259665e-05
loja estou muito,4.545359230023881e-05
muitooo,7.571424176301458e-05
muito antes do que,4.54074552771535e-05
certinho produto de,4.5362761076282526e-05
em excelentes condições,4.536154348926188e-05
espaçoso,4.531191031960988e-05
os passos,4.528847345571442e-05
sim eu recomendo,5.727573878336296e-05
do prazo que foi,5.444197778309108e-05
chegou tudo certinho produto,4.5255609840041285e-05
da entrega obrigada,6.069500619696628e-05
expectativa entrega,4.517837178629374e-05
de se comprar,5.754737292187357e-05
macias,8.819207075907957e-05
produto chegou no tempo,5.744145943559368e-05
vendedor entregou produto,4.507700344694876e-05
chegaram bem antes do,5.669013831001334e-05
muito bem no,4.499124195566674e-05
eficiência do,5.728920117019952e-05
anuncio entrega,4.491611503867512e-05
produto atende as expectativas,7.293367432351456e-05
qualidade muito bem,4.4893105878648804e-05
pelo excelente trabalho,4.48611449446562e-05
ficou tudo,4.483219992306807e-05
todos de,6.697680993650751e-05
principalmente,0.00021496259279634895
prazo chegou bem,4.4814856194558694e-05
funciona conforme,6.632834626661726e-05
contratempos,7.063787151532678e-05
comprar na lannister com,5.685042844622191e-05
embalada em perfeitas condições,4.469719862881853e-05
bem embalada em perfeitas,4.469719862881853e-05
da greve dos correios,6.426242088314038e-05
perfeição,6.371456053180907e-05
mesinha,8.215373503786317e-05
não avaliei,4.458085938262664e-05
ótima qualidade chegaram,4.4553637966342154e-05
com pontualidade,5.8144278955761476e-05
profissionalismo,0.00019794164539924973
se diminuíssem custo do,4.4495950594559956e-05
que ainda muito caro,4.4495950594559956e-05
seria maravilhoso se diminuíssem,4.4495950594559956e-05
frete que ainda muito,4.4495950594559956e-05
diminuíssem custo do frete,4.4495950594559956e-05
do frete que ainda,4.4495950594559956e-05
maravilhoso se diminuíssem custo,4.4495950594559956e-05
antes da data limite,4.448803755324327e-05
tem um tamanho,4.445964763711084e-05
que pedii cadê último,4.443290360993059e-05
almofadas que pedii cadê,4.443290360993059e-05
eu recebi dos almofadas,4.443290360993059e-05
recebi dos almofadas que,4.443290360993059e-05
dos almofadas que pedii,4.443290360993059e-05
lannister pelo excelente,4.4420861536949825e-05
compra fiquei,7.054732281400373e-05
produto veio em perfeitas,4.4402752180118944e-05
antes parabéns,4.43950170631295e-05
como sempre entrega antes,4.43948303259771e-05
do produto prazo,4.435620690354176e-05
desde embalagem,4.433793824636924e-05
loja americana,0.00010639563743091851
comprometimento com cliente,8.096565000359718e-05
produto chego antes,4.428937698341451e-05
ainda mais,0.00012127464080687157
minha encomenda chegou,5.507125876598141e-05
todas compras,4.4250408004597215e-05
foi entregue em perfeitas,4.424236407860193e-05
rapidez produto,5.37089684979097e-05
sem nenhuma avaria,6.425762561490514e-05
até agora tudo,5.417673349574536e-05
em perfeito estado eu,4.4044985541052956e-05
prestação de serviços,5.555393205129739e-05
tudo de primeira qualidade,4.398783078971775e-05
amassada mas,4.3978988977797115e-05
aos amigos,5.6936231461003736e-05
bem embalado estou,4.397287730784319e-05
data prevista super recomendo,4.3955286106399004e-05
um pouco caro,4.395394357721785e-05
os resultados,6.305040176563807e-05
excelente qualidade muito bom,4.394649252197598e-05
no prazo produto entregue,4.394630466968568e-05
qualidade ainda,5.603614128528619e-05
trabalho de,8.915034527195512e-05
entrega sempre antes do,4.388585891343325e-05
parabéns eu,4.387337347929245e-05
com minha aquisição,4.381158603391636e-05
dentro da data,6.494097455338124e-05
foi entregue bem rápido,5.507171434319661e-05
coluna,5.357555934046818e-05
lannister com sempre,6.437078879891725e-05
qualidade em,4.371813631702885e-05
ficamos muito satisfeitos,4.371198780078543e-05
demorou um pouco mais,9.799260992224068e-05
entregue perfeito,8.551400600818627e-05
robusto,5.496228728094053e-05
lugar para,6.569112642014064e-05
prazo combinado produto de,4.358417214888438e-05
lindo ficou,5.539776399161724e-05
de entrega chegou,4.3546676328340886e-05
estado de conservação,4.354243011735576e-05
prazo material de,5.849659597643831e-05
amo comprar nas,4.3516288214973814e-05
bem embalado ainda não,4.3470215137388395e-05
gostei do produto muito,7.395629751803455e-05
embalado do,4.346196064832525e-05
linda do,4.345954959393069e-05
um veio em uma,4.3433911915665555e-05
cada um veio em,4.3433911915665555e-05
recomendaria para,4.341457817163119e-05
lojas lannister entrega,4.3386738479322616e-05
vou dar de presente,4.3384063525703025e-05
veio super bem,4.3356451962893485e-05
as minhas compras,4.3352949365656944e-05
não muito grande,4.331201930760101e-05
feliz obrigada,4.328660134025047e-05
com certeza comprarei,5.715147946257408e-05
dentro da expectativa,6.586355497199244e-05
jeito que eu queria,6.902600234990433e-05
da data prevista recomendo,4.315626836623221e-05
de ótima qualidade só,5.499390820895752e-05
vivas,5.3719852338644574e-05
loja extremamente,4.313451432402832e-05
pro meu,7.356915559165371e-05
sim recebi,5.388650397973718e-05
compra os,4.3091821494954925e-05
compra chegou bem,5.5547640478493905e-05
da data prevista estou,4.306691508595566e-05
revestida,5.338267916456073e-05
chegou em boas condições,5.565957768025824e-05
cuidadosa,4.293356898833119e-05
compra nas lannister,5.27720745297277e-05
ainda vou,0.0001365889284007302
produtos em perfeito estado,4.290036760103007e-05
um pouco do,5.382047065292288e-05
estou contente,4.2849976247793105e-05
só acho que poderia,4.282754579129127e-05
qualidade espero que,4.282185054226953e-05
comparei,6.641494643424152e-05
sem palavras,7.9112026241642e-05
bonitinho,0.00010448328984046678
produto com muita,4.2739190545924334e-05
tudo ocorreu bem,8.080087156711978e-05
entregas sempre,4.2728175757295045e-05
pois chegou bem,4.2701125575818756e-05
do produto do atendimento,5.5364298092584464e-05
produto entregue em perfeitas,4.2663792849637534e-05
havia solicitado,4.263777721499366e-05
quatro dias,4.259577231197368e-05
pontualidade respeito com os,4.258723362458801e-05
lojas lannister pontualidade respeito,4.258723362458801e-05
as lojas lannister pontualidade,4.258723362458801e-05
lannister pontualidade respeito com,4.258723362458801e-05
espero que seja sempre,4.253690015280112e-05
que seja sempre assim,4.253690015280112e-05
previsto prazo,5.2051227821658945e-05
quando vi,5.783692549199095e-05
chega bem antes do,6.964689589918023e-05
por causa da greve,5.132352396044532e-05
chegou uma semana antes,4.24351552693471e-05
tudo de acordo com,6.144413150328845e-05
não veio tudo,4.238480409139854e-05
chegaram super,4.237405806426402e-05
da data prevista super,4.236913510973081e-05
na quarta,4.2360262824607314e-05
sim dos correios,5.2150463941720274e-05
problemas nenhum,4.233022851303093e-05
mais linda,4.232445777699033e-05
vários anos,4.232087788563379e-05
pouco antes do prazo,4.230646653755888e-05
rápido chegou bem antes,4.228803313492086e-05
fiquei bastante,5.2936084203380585e-05
que eu esperava chegou,4.224095301008367e-05
agradecer pela,4.223088608736912e-05
chegou na data certa,6.04197635514731e-05
comprar no stark,5.5476619854006226e-05
níveis,4.2200012359324755e-05
compras que já fiz,4.219518806902572e-05
as expectativas dentro do,4.219296901982902e-05
expectativas dentro do prazo,4.219296901982902e-05
atendeu as expectativas dentro,4.219296901982902e-05
já fiz várias compras,5.824019289909254e-05
um pouco grande,4.21644641381977e-05
do prazo vou comprar,4.211143500203276e-05
antes do prazo vou,4.211143500203276e-05
muito importante,4.20520820175183e-05
produto entrega muito rápida,6.260285656296388e-05
que compro sempre,4.198111976038851e-05
excelente estou,4.1981006284683315e-05
fiquei satisfeito com produto,6.467276597722351e-05
que compro com,4.979074207784304e-05
rápido sem,5.8006990743163535e-05
estou super satisfeito,4.1941193264480154e-05
um pouco fraco,6.542021944036705e-05
prazo muito satisfeita com,4.1908612658633155e-05
vem antes,4.1885914011343956e-05
correspondeu às,5.4836667563657776e-05
embalagem muito bem,4.1809333936634596e-05
eu recomendo loja,9.05632295436344e-05
encomenda antes,4.177477101016349e-05
prazo fui,4.176692945953889e-05
perfeito sem,4.175209798713944e-05
prazo fiquei muito satisfeita,4.1743200402299895e-05
produto em duas,4.1722303488785526e-05
parabéns entrega dentro do,4.169789651719572e-05
meus parabéns entrega dentro,4.169789651719572e-05
excelente produto meus parabéns,4.169789651719572e-05
produto meus parabéns entrega,4.169789651719572e-05
estiloso,5.0531094543086286e-05
da rapidez da entrega,7.104069362011471e-05
loja por ter,4.1597769429892353e-05
chega em,5.190098326846434e-05
com 10 dias,4.156965546188765e-05
indico esse,5.190640644410513e-05
enfeite,5.0831416080834834e-05
produto recebido em,5.343520848506855e-05
prazo era de,0.00010220588542957362
nunca vi,8.851999446974879e-05
qualidade tamanho,7.551584102780511e-05
duração da,4.141359139163244e-05
muito pratico adquirir produtos,4.1352678429699626e-05
pratico adquirir produtos através,4.1352678429699626e-05
produtos através do stark,4.1352678429699626e-05
adquirir produtos através do,4.1352678429699626e-05
fretes diferentes,4.134413236883537e-05
qualidade fiquei,4.133285575855361e-05
foi presente,5.850939075418881e-05
só achei muito,8.515760182262194e-05
produto escolhido,9.721482810957302e-05
fico muito,7.183162324213056e-05
dia seguinte da compra,4.113104046034203e-05
poderia ser menor,5.8195691623060195e-05
superou minhas expectativas produto,4.109662330962591e-05
com relação ao,4.108492181144975e-05
se arrepender,5.2475455086436805e-05
chegou no prazo só,4.099110786591382e-05
sempre chegam,4.091293880614733e-05
eu sempre,7.103396388414662e-05
que faltou,7.61857910816709e-05
preço melhor,5.90290002796714e-05
diferentes mas,5.319287918871101e-05
um acabamento,5.9338688093289704e-05
veio muito bem embalada,4.0786668271009255e-05
entrega foi no prazo,0.00010381113060658616
menos de 48 horas,4.073905606595718e-05
em menos de 48,4.073905606595718e-05
mas um pouco,5.5152734685976745e-05
qualidade bom acabamento,5.18613521640307e-05
estou bastante,5.0189944601669985e-05
ótima loja pra,4.0657617728270236e-05
meu filho gostou,6.102946785752063e-05
muito bem embalado com,4.060021431125881e-05
apesar de não ter,4.058047969554978e-05
embalado com nota fiscal,4.057363143215436e-05
loja produto veio,5.818665406611594e-05
na qualidade do,5.16650096714191e-05
que me deixou muito,4.0495922980170365e-05
dentro do prazo indicado,4.049119141973189e-05
entrega foi rápida antes,4.0470494688321275e-05
foi rápida antes do,4.0470494688321275e-05
pronta entrega,5.79135954860946e-05
um produto bonito,5.2760747866512353e-05
fiquei mto,5.1197957059234595e-05
qualidade muito bom mesmo,4.027447323576114e-05
sem comentarios,8.064435443915452e-05
não utilizei produto mas,6.512657286377801e-05
achei frete caro,5.768070527668507e-05
tempo muito,5.0490502646457266e-05
obrigada pelo atendimento,6.155219673042496e-05
respeito ao cliente,5.276255434278264e-05
certo veio,5.4174807285306624e-05
do que imaginava,5.5535636062700505e-05
um manual de,5.917657155061162e-05
